기상관측일시,관측_습도,관측_기온,관측_대기압,예측_일사량,예측_습도,예측_절대습도,예측_기온,예측_대기압,월,일,시
2024-01-02 00:00:00,80.69,4.75,763.39853,0.0,54.900001525878906,0.004000000189989805,2.6599998474121094,756.5167236328125,1,2,0
2024-01-02 01:00:00,80.89,4.68,763.23228,0.0,55.34199905395508,0.004000000189989805,2.628000259399414,756.31103515625,1,2,1
2024-01-02 02:00:00,78.88,4.91,763.09997,0.0,55.904998779296875,0.004000000189989805,2.4820003509521484,756.0880126953125,1,2,2
2024-01-02 03:00:00,75.98,5.01,762.8833,0.0,57.362998962402344,0.004000000189989805,2.2189998626708984,755.9007568359375,1,2,3
2024-01-02 04:00:00,77.26,4.84,762.65575,0.0,57.56999969482422,0.004000000189989805,2.3559999465942383,755.5601806640625,1,2,4
2024-01-02 05:00:00,77.12,4.76,762.26671,0.0,55.8489990234375,0.004000000189989805,2.290999412536621,755.2972412109375,1,2,5
2024-01-02 06:00:00,79.99,4.47,762.11915,0.0,57.957000732421875,0.004000000189989805,2.0980005264282227,755.1765747070312,1,2,6
2024-01-02 07:00:00,82.48,4.22,762.15314,0.0,59.678001403808594,0.004000000189989805,2.5139999389648438,755.1831665039062,1,2,7
2024-01-02 08:00:00,84.77,4.11,762.0328,12.347000122070312,61.15800094604492,0.004000000189989805,2.824000358581543,755.2730712890625,1,2,8
2024-01-02 09:00:00,84.79,4.24,762.34547,53.99000549316406,60.819000244140625,0.004000000189989805,3.515000343322754,755.305419921875,1,2,9
2024-01-02 10:00:00,79.99,4.94,762.27074,92.40399932861328,58.608001708984375,0.004000000189989805,4.3420000076293945,755.1019897460938,1,2,10
2024-01-02 11:00:00,76.93,5.56,761.69065,123.57099914550781,56.14500045776367,0.004000000189989805,5.256999969482422,754.7667236328125,1,2,11
2024-01-02 12:00:00,70.59,6.41,761.13899,164.69200134277344,53.05699920654297,0.004000000189989805,5.9599995613098145,754.3344116210938,1,2,12
2024-01-02 13:00:00,67.45,6.83,760.75108,190.93600463867188,50.37099838256836,0.004000000189989805,5.8429999351501465,753.851318359375,1,2,13
2024-01-02 14:00:00,62.78,7.13,760.57364,219.9040069580078,47.7599983215332,0.004000000189989805,6.581999778747559,753.4945678710938,1,2,14
2024-01-02 15:00:00,62.43,6.96,760.43888,158.26300048828125,46.10499954223633,0.004000000189989805,5.8470001220703125,753.2366333007812,1,2,15
2024-01-02 16:00:00,61.33,6.62,760.43924,99.3489990234375,45.915000915527344,0.004000000189989805,4.795000076293945,753.208251953125,1,2,16
2024-01-02 17:00:00,65.19,5.84,760.57476,22.779998779296875,52.57500076293945,0.004000000189989805,3.5209999084472656,753.163330078125,1,2,17
2024-01-02 18:00:00,69.89,4.97,760.58678,0.0,54.1349983215332,0.004000000189989805,2.5419998168945312,753.1738891601562,1,2,18
2024-01-02 19:00:00,71.32,4.39,760.61035,0.0,53.9379997253418,0.004000000189989805,2.5240001678466797,753.2380981445312,1,2,19
2024-01-02 20:00:00,71.01,3.84,760.61497,0.0,55.28799819946289,0.004000000189989805,2.040999412536621,753.2227783203125,1,2,20
2024-01-02 21:00:00,76.25,3.29,760.4813,0.0,54.38600158691406,0.004000000189989805,2.0900001525878906,753.2046508789062,1,2,21
2024-01-02 22:00:00,80.36,2.72,760.27796,0.0,56.1609992980957,0.004000000189989805,1.692000389099121,753.1087646484375,1,2,22
2024-01-02 23:00:00,83.17,2.17,760.3751,0.0,56.797000885009766,0.004000000189989805,1.4930000305175781,753.0721435546875,1,2,23
2024-01-03 00:00:00,83.28,1.91,760.12379,0.0,56.959999084472656,0.004000000189989805,1.3559999465942383,753.010986328125,1,3,0
2024-01-03 01:00:00,87.26,1.82,759.86804,0.0,63.792999267578125,0.004000000189989805,1.9860000610351562,752.6270141601562,1,3,1
2024-01-03 02:00:00,87.91,1.57,760.01197,0.0,64.91699981689453,0.004000000189989805,1.998000144958496,752.48779296875,1,3,2
2024-01-03 03:00:00,87.11,1.67,759.72234,0.0,65.66300201416016,0.004000000189989805,2.0719995498657227,752.2535400390625,1,3,3
2024-01-03 04:00:00,84.73,1.78,759.27657,0.0,64.39099884033203,0.004000000189989805,1.9040002822875977,751.8289184570312,1,3,4
2024-01-03 05:00:00,83.86,1.69,758.94665,0.0,63.81399917602539,0.004000000189989805,1.7320003509521484,751.4407348632812,1,3,5
2024-01-03 06:00:00,87.52,1.74,758.7777,0.0,62.09199905395508,0.004000000189989805,1.6490001678466797,751.3727416992188,1,3,6
2024-01-03 07:00:00,84.98,1.79,759.02602,0.0,63.62699890136719,0.004000000189989805,1.5550003051757812,751.5093994140625,1,3,7
2024-01-03 08:00:00,87.08,1.84,759.21598,13.49200439453125,63.25699996948242,0.004000000189989805,2.003000259399414,751.6657104492188,1,3,8
2024-01-03 09:00:00,83.46,2.04,759.47195,88.26100158691406,61.28900146484375,0.004000000189989805,2.7849998474121094,751.7909545898438,1,3,9
2024-01-03 10:00:00,76.41,2.85,759.36408,157.28399658203125,56.551998138427734,0.004000000189989805,4.168000221252441,751.6419677734375,1,3,10
2024-01-03 11:00:00,64.57,4.52,758.84284,219.2729949951172,52.816001892089844,0.004000000189989805,4.875,751.40869140625,1,3,11
2024-01-03 12:00:00,62.14,5.73,758.30194,226.23300170898438,46.652000427246094,0.004000000189989805,5.566999912261963,750.9058227539062,1,3,12
2024-01-03 13:00:00,64.15,5.73,758.07867,234.1439971923828,44.034000396728516,0.004000000189989805,5.567999839782715,750.510009765625,1,3,13
2024-01-03 14:00:00,72.16,5.12,758.02345,222.4510040283203,43.5,0.004000000189989805,5.492000102996826,750.3703002929688,1,3,14
2024-01-03 15:00:00,70.9,5.64,758.08744,193.5260009765625,41.209999084472656,0.003000000026077032,5.4120001792907715,750.3646240234375,1,3,15
2024-01-03 16:00:00,78.92,4.83,758.60361,110.67900085449219,42.130001068115234,0.004000000189989805,4.475000381469727,750.6507568359375,1,3,16
2024-01-03 17:00:00,76.45,4.38,759.0081,23.136993408203125,48.0099983215332,0.004000000189989805,3.3570003509521484,751.010009765625,1,3,17
2024-01-03 18:00:00,80.02,4.15,759.7742,0.0,49.87099838256836,0.004000000189989805,2.314000129699707,751.48681640625,1,3,18
2024-01-03 19:00:00,82.06,3.13,760.22136,0.0,52.474998474121094,0.004000000189989805,1.8020000457763672,751.95947265625,1,3,19
2024-01-03 20:00:00,83.91,2.45,760.71692,0.0,49.689998626708984,0.004000000189989805,1.1170005798339844,752.3462524414062,1,3,20
2024-01-03 21:00:00,78.23,2.24,761.12839,0.0,48.19900131225586,0.003000000026077032,0.3039989471435547,752.6173095703125,1,3,21
2024-01-03 22:00:00,77.46,1.72,761.38831,0.0,47.84600067138672,0.003000000026077032,-0.02700042724609375,752.9287719726562,1,3,22
2024-01-03 23:00:00,84.36,0.68,761.46837,0.0,47.67300033569336,0.003000000026077032,-0.23600006103515625,753.263671875,1,3,23
2024-01-04 00:00:00,88.88,-0.16,761.64838,0.0,47.617000579833984,0.003000000026077032,-0.4239988327026367,753.4492797851562,1,4,0
2024-01-04 01:00:00,90.5,-0.56,761.73295,0.0,50.96500015258789,0.003000000026077032,-0.7089996337890625,753.7868041992188,1,4,1
2024-01-04 02:00:00,90.74,-1.22,761.83548,0.0,50.888999938964844,0.003000000026077032,-1.1870002746582031,753.9053344726562,1,4,2
2024-01-04 03:00:00,92.1,-1.92,761.86281,0.0,51.17599868774414,0.003000000026077032,-1.636000633239746,754.0349731445312,1,4,3
2024-01-04 04:00:00,94.61,-2.27,761.93871,0.0,51.957000732421875,0.003000000026077032,-1.869999885559082,754.0924682617188,1,4,4
2024-01-04 05:00:00,95.13,-2.72,762.14289,0.0,52.47999954223633,0.003000000026077032,-2.11299991607666,754.260986328125,1,4,5
2024-01-04 06:00:00,94.9,-3.24,762.47755,0.0,52.62300109863281,0.003000000026077032,-2.302000045776367,754.5288696289062,1,4,6
2024-01-04 07:00:00,95.33,-3.32,762.72054,0.0,52.78799819946289,0.003000000026077032,-1.7960014343261719,754.9002685546875,1,4,7
2024-01-04 08:00:00,95.91,-3.13,763.09727,13.438003540039062,52.611000061035156,0.003000000026077032,-1.1239995956420898,755.1823120117188,1,4,8
2024-01-04 09:00:00,96.1,-2.64,763.48137,130.60800170898438,50.757999420166016,0.003000000026077032,0.6700000762939453,755.3457641601562,1,4,9
2024-01-04 10:00:00,95.59,-1.56,763.38461,279.5379943847656,48.68600082397461,0.003000000026077032,3.253000259399414,755.2706298828125,1,4,10
2024-01-04 11:00:00,93.18,0.2,763.15348,398.8789978027344,44.1609992980957,0.003000000026077032,5.737999439239502,755.0873413085938,1,4,11
2024-01-04 12:00:00,79.26,2.06,762.44576,460.7459716796875,41.242000579833984,0.003000000026077032,7.928999900817871,754.78515625,1,4,12
2024-01-04 13:00:00,66.32,3.73,761.76741,451.65399169921875,38.49700164794922,0.003000000026077032,7.934999942779541,754.4248046875,1,4,13
2024-01-04 14:00:00,58.14,5.41,761.17093,385.6929931640625,37.04800033569336,0.003000000026077032,7.619999885559082,754.1510009765625,1,4,14
2024-01-04 15:00:00,55.61,5.99,760.95777,277.18499755859375,37.36000061035156,0.003000000026077032,7.073999881744385,753.87060546875,1,4,15
2024-01-04 16:00:00,56.47,5.89,761.06529,158.00100708007812,37.185001373291016,0.003000000026077032,5.197999954223633,753.927490234375,1,4,16
2024-01-04 17:00:00,60.38,5.35,761.09749,36.873008728027344,41.16699981689453,0.003000000026077032,3.0209999084472656,754.0509033203125,1,4,17
2024-01-04 18:00:00,63.88,4.4,760.93145,0.0,42.09400177001953,0.003000000026077032,1.1630001068115234,754.0859375,1,4,18
2024-01-04 19:00:00,71.31,2.96,760.91175,0.0,44.303001403808594,0.004000000189989805,0.9239997863769531,753.96044921875,1,4,19
2024-01-04 20:00:00,76.75,1.64,760.81706,0.0,44.694000244140625,0.003000000026077032,0.8259992599487305,753.8016357421875,1,4,20
2024-01-04 21:00:00,78.37,1.21,760.53587,0.0,45.70399856567383,0.004000000189989805,0.7569999694824219,753.72216796875,1,4,21
2024-01-04 22:00:00,77.87,1.49,760.51669,0.0,46.13199996948242,0.004000000189989805,1.0229997634887695,753.7218627929688,1,4,22
2024-01-04 23:00:00,83.47,1.25,760.45317,0.0,47.608001708984375,0.004000000189989805,0.8559989929199219,753.650634765625,1,4,23
2024-01-05 00:00:00,83.55,1.24,760.50766,0.0,50.80799865722656,0.004000000189989805,0.5190000534057617,753.6146850585938,1,5,0
2024-01-05 01:00:00,84.47,1.38,760.57467,0.0,53.680999755859375,0.004000000189989805,0.633000373840332,753.6124267578125,1,5,1
2024-01-05 02:00:00,83.36,1.54,760.48708,0.0,56.229000091552734,0.004000000189989805,1.1289997100830078,753.4796752929688,1,5,2
2024-01-05 03:00:00,86.74,1.24,760.38422,0.0,57.5,0.004000000189989805,1.508000373840332,753.2382202148438,1,5,3
2024-01-05 04:00:00,85.14,1.25,760.17528,0.0,58.91699981689453,0.004000000189989805,1.5430002212524414,753.0829467773438,1,5,4
2024-01-05 05:00:00,85.55,1.43,760.15134,0.0,59.757999420166016,0.004000000189989805,1.4530000686645508,752.9859008789062,1,5,5
2024-01-05 06:00:00,85.52,1.85,760.22918,0.0,61.10599899291992,0.004000000189989805,1.5139999389648438,753.0310668945312,1,5,6
2024-01-05 07:00:00,84.78,2.87,760.40022,0.0,61.722999572753906,0.004000000189989805,2.1059999465942383,753.3250732421875,1,5,7
2024-01-05 08:00:00,85.01,3.86,760.59509,12.395004272460938,61.54600143432617,0.004000000189989805,2.685999870300293,753.4963989257812,1,5,8
2024-01-05 09:00:00,77.08,6.58,760.92418,76.01499938964844,61.71699905395508,0.004000000189989805,3.2860002517700195,753.6643676757812,1,5,9
2024-01-05 10:00:00,75.04,7.05,761.17939,190.1199951171875,58.821998596191406,0.004999999888241291,5.482999801635742,753.6334838867188,1,5,10
2024-01-05 11:00:00,72.96,7.66,760.85783,243.98699951171875,57.9630012512207,0.004999999888241291,6.89900016784668,753.5619506835938,1,5,11
2024-01-05 12:00:00,70.67,8.39,760.19506,295.5790100097656,55.362998962402344,0.004999999888241291,8.685999870300293,753.3135986328125,1,5,12
2024-01-05 13:00:00,67.58,9.32,759.60552,307.52301025390625,45.68899917602539,0.004999999888241291,9.1850004196167,752.8971557617188,1,5,13
2024-01-05 14:00:00,65.44,9.89,759.23161,312.02899169921875,37.707000732421875,0.004000000189989805,9.187000274658203,752.7114868164062,1,5,14
2024-01-05 15:00:00,63.96,10.13,759.11615,244.5800018310547,34.81700134277344,0.004000000189989805,8.73799991607666,752.640380859375,1,5,15
2024-01-05 16:00:00,66.84,9.81,759.14211,140.89700317382812,35.35900115966797,0.004000000189989805,6.793000221252441,752.8890380859375,1,5,16
2024-01-05 17:00:00,65.49,9.58,759.3302,34.970001220703125,39.31800079345703,0.004000000189989805,4.532999515533447,753.1633911132812,1,5,17
2024-01-05 18:00:00,63.41,8.99,759.60318,0.0,44.59199905395508,0.004000000189989805,2.6519994735717773,753.4235229492188,1,5,18
2024-01-05 19:00:00,65.31,8.4,759.83361,0.0,47.60599899291992,0.004000000189989805,2.1050004959106445,753.5455932617188,1,5,19
2024-01-05 20:00:00,67.55,7.93,760.01902,0.0,52.08399963378906,0.004000000189989805,1.4739999771118164,753.678955078125,1,5,20
2024-01-05 21:00:00,71.97,6.84,760.44962,0.0,51.84199905395508,0.004000000189989805,0.9469995498657227,753.8460693359375,1,5,21
2024-01-05 22:00:00,74.75,6.02,760.63966,0.0,53.17300033569336,0.004000000189989805,0.2069988250732422,754.0712280273438,1,5,22
2024-01-05 23:00:00,76.69,4.95,760.75275,0.0,51.301998138427734,0.003000000026077032,-0.27900028228759766,754.2478637695312,1,5,23
2024-01-06 00:00:00,79.23,3.8,760.71012,0.0,51.733001708984375,0.003000000026077032,-0.7250003814697266,754.3279418945312,1,6,0
2024-01-06 01:00:00,83.63,2.58,760.66764,0.0,54.09299850463867,0.004000000189989805,-0.5909996032714844,753.5885009765625,1,6,1
2024-01-06 02:00:00,84.9,1.67,761.01051,0.0,53.659000396728516,0.003000000026077032,-0.9510002136230469,753.598388671875,1,6,2
2024-01-06 03:00:00,87.15,0.57,761.06563,0.0,52.96699905395508,0.003000000026077032,-1.3050003051757812,753.5036010742188,1,6,3
2024-01-06 04:00:00,92.01,-0.91,761.09472,0.0,52.16400146484375,0.003000000026077032,-1.5,753.4260864257812,1,6,4
2024-01-06 05:00:00,94.64,-1.48,761.17491,0.0,50.832000732421875,0.003000000026077032,-1.690999984741211,753.4649658203125,1,6,5
2024-01-06 06:00:00,95.75,-1.83,761.46592,0.0,49.654998779296875,0.003000000026077032,-1.8680000305175781,753.57861328125,1,6,6
2024-01-06 07:00:00,93.27,-2.13,761.901,0.0,49.3650016784668,0.003000000026077032,-1.3529987335205078,753.8073120117188,1,6,7
2024-01-06 08:00:00,91.19,-1.92,762.29391,13.479995727539062,50.220001220703125,0.003000000026077032,-0.7320003509521484,753.988037109375,1,6,8
2024-01-06 09:00:00,92.69,-1.18,762.5063,140.0919952392578,47.75400161743164,0.003000000026077032,0.9429998397827148,754.1503295898438,1,6,9
2024-01-06 10:00:00,78.85,0.95,762.40767,300.89801025390625,43.70800018310547,0.003000000026077032,3.328000068664551,754.0517578125,1,6,10
2024-01-06 11:00:00,58.48,2.74,761.76824,399.1300048828125,41.65800094604492,0.003000000026077032,5.435999393463135,753.7861938476562,1,6,11
2024-01-06 12:00:00,49.95,3.71,761.25811,434.9129638671875,37.67900085449219,0.003000000026077032,7.117000102996826,753.413818359375,1,6,12
2024-01-06 13:00:00,44.78,5.02,760.86304,439.59100341796875,38.01599884033203,0.003000000026077032,6.76800012588501,752.9613647460938,1,6,13
2024-01-06 14:00:00,41.4,5.56,760.59995,388.364990234375,38.01100158691406,0.003000000026077032,6.335999965667725,752.7631225585938,1,6,14
2024-01-06 15:00:00,39.25,5.92,760.43878,273.1180114746094,40.25600051879883,0.003000000026077032,5.688000202178955,752.6265869140625,1,6,15
2024-01-06 16:00:00,41.45,5.77,760.57666,152.9199981689453,41.474998474121094,0.003000000026077032,4.063000679016113,752.7845458984375,1,6,16
2024-01-06 17:00:00,45.37,4.96,760.83433,40.30400848388672,45.02199935913086,0.003000000026077032,1.991999626159668,752.8741455078125,1,6,17
2024-01-06 18:00:00,51.32,3.69,761.25611,0.0,47.99800109863281,0.003000000026077032,0.2180004119873047,752.9784545898438,1,6,18
2024-01-06 19:00:00,58.82,2.24,761.45982,0.0,49.301998138427734,0.003000000026077032,-0.2239999771118164,752.8776245117188,1,6,19
2024-01-06 20:00:00,61.06,1.91,761.30562,0.0,60.737998962402344,0.003000000026077032,-0.08899974822998047,753.091064453125,1,6,20
2024-01-06 21:00:00,77.94,2.03,761.69613,0.0,58.941001892089844,0.003000000026077032,-0.6149997711181641,753.0828857421875,1,6,21
2024-01-06 22:00:00,87.95,1.31,761.76837,0.0,55.39500045776367,0.003000000026077032,-0.4389991760253906,753.3216552734375,1,6,22
2024-01-06 23:00:00,85.76,1.2,761.80209,0.0,56.43000030517578,0.003000000026077032,-0.48999977111816406,753.5960083007812,1,6,23
2024-01-07 00:00:00,81.51,1.04,762.01748,0.0,55.32699966430664,0.003000000026077032,-0.5,753.7924194335938,1,7,0
2024-01-07 01:00:00,77.64,0.57,762.20554,0.0,56.02799987792969,0.003000000026077032,-0.2960014343261719,753.7750244140625,1,7,1
2024-01-07 02:00:00,73.64,0.18,762.51388,0.0,55.8129997253418,0.003000000026077032,-1.1060009002685547,754.1292114257812,1,7,2
2024-01-07 03:00:00,71.92,0.12,762.67529,0.0,53.87699890136719,0.003000000026077032,-1.8280000686645508,754.3211669921875,1,7,3
2024-01-07 04:00:00,72.24,-0.1,762.71606,0.0,52.03200149536133,0.003000000026077032,-2.015000343322754,754.418212890625,1,7,4
2024-01-07 05:00:00,77.23,-0.61,762.80364,0.0,49.79199981689453,0.0020000003278255463,-2.1750001907348633,754.5164794921875,1,7,5
2024-01-07 06:00:00,75.11,-0.95,763.13555,0.0,46.90299987792969,0.0020000003278255463,-2.298999786376953,754.8307495117188,1,7,6
2024-01-07 07:00:00,61.94,-0.74,763.7197,0.0,43.40800094604492,0.0020000003278255463,-2.3809995651245117,755.429443359375,1,7,7
2024-01-07 08:00:00,50.15,-1.18,764.64219,13.595993041992188,40.707000732421875,0.0020000003278255463,-2.383999824523926,755.9010620117188,1,7,8
2024-01-07 09:00:00,41.53,-1.16,765.25287,152.8730010986328,39.09700012207031,0.0020000003278255463,-1.635000228881836,756.4351196289062,1,7,9
2024-01-07 10:00:00,43.36,-0.4,765.42885,284.40899658203125,35.513999938964844,0.0020000003278255463,-0.3639993667602539,756.4850463867188,1,7,10
2024-01-07 11:00:00,42.47,-0.18,765.26566,377.0920104980469,33.72100067138672,0.0020000003278255463,0.8210000991821289,756.3348388671875,1,7,11
2024-01-07 12:00:00,42.71,0.22,764.78285,455.55596923828125,32.1150016784668,0.0020000003278255463,1.9169998168945312,756.0608520507812,1,7,12
2024-01-07 13:00:00,44.52,0.88,764.44759,470.0009765625,29.78700065612793,0.0020000003278255463,1.984999656677246,755.867431640625,1,7,13
2024-01-07 14:00:00,45.65,0.82,764.31931,430.9959716796875,29.722999572753906,0.0020000003278255463,1.6499996185302734,755.8714599609375,1,7,14
2024-01-07 15:00:00,46.79,0.64,764.44862,326.2550048828125,30.400999069213867,0.0020000003278255463,1.074000358581543,755.9180297851562,1,7,15
2024-01-07 16:00:00,49.16,0.03,764.69257,185.76699829101562,31.92799949645996,0.0020000003278255463,-0.5100002288818359,756.2071533203125,1,7,16
2024-01-07 17:00:00,51.81,-0.7,764.93328,44.675994873046875,32.790000915527344,0.0020000003278255463,-2.305999755859375,756.4746704101562,1,7,17
2024-01-07 18:00:00,50.76,-1.35,765.35823,0.0,35.53200149536133,0.0020000003278255463,-3.812000274658203,756.8702392578125,1,7,18
2024-01-07 19:00:00,50.36,-1.93,765.73204,0.0,34.9630012512207,0.0020000003278255463,-4.036999702453613,757.0487060546875,1,7,19
2024-01-07 20:00:00,50.1,-2.41,765.93789,0.0,34.487998962402344,0.0010000001639127731,-4.199000358581543,757.208251953125,1,7,20
2024-01-07 21:00:00,48.69,-2.96,766.05171,0.0,34.57099914550781,0.0010000001639127731,-4.335000038146973,757.3953857421875,1,7,21
2024-01-07 22:00:00,48.45,-3.4,765.98062,0.0,32.404998779296875,0.0010000001639127731,-4.505000114440918,757.5340576171875,1,7,22
2024-01-07 23:00:00,56.36,-3.85,765.93217,0.0,31.434999465942383,0.0010000001639127731,-4.691000938415527,757.596435546875,1,7,23
2024-01-08 00:00:00,59.17,-4.45,766.02177,0.0,31.886999130249023,0.0010000001639127731,-4.858000755310059,757.6486206054688,1,8,0
2024-01-08 01:00:00,65.05,-5.46,766.12428,0.0,34.41299819946289,0.0010000001639127731,-4.8090009689331055,758.13134765625,1,8,1
2024-01-08 02:00:00,71.36,-6.25,766.3742,0.0,35.22700119018555,0.0020000003278255463,-4.830000877380371,758.2346801757812,1,8,2
2024-01-08 03:00:00,71.69,-6.59,766.28771,0.0,37.5099983215332,0.0020000003278255463,-4.886000633239746,758.2350463867188,1,8,3
2024-01-08 04:00:00,71.37,-6.8,766.16231,0.0,37.744998931884766,0.0020000003278255463,-4.981999397277832,758.20654296875,1,8,4
2024-01-08 05:00:00,74.05,-7.27,766.18466,0.0,37.09700012207031,0.0020000003278255463,-5.092999458312988,758.29345703125,1,8,5
2024-01-08 06:00:00,77.8,-7.74,766.45664,0.0,36.79399871826172,0.0020000003278255463,-5.207999229431152,758.4685668945312,1,8,6
2024-01-08 07:00:00,80.5,-8.34,766.61624,0.0,36.707000732421875,0.0020000003278255463,-4.652998924255371,758.6464233398438,1,8,7
2024-01-08 08:00:00,79.63,-8.08,766.69092,13.680999755859375,36.053001403808594,0.0020000003278255463,-4.026999473571777,758.7760009765625,1,8,8
2024-01-08 09:00:00,72.04,-6.36,766.8329,173.11399841308594,33.19900131225586,0.0010000001639127731,-2.5539989471435547,758.9265747070312,1,8,9
2024-01-08 10:00:00,61.24,-4.49,766.66684,323.67498779296875,30.218000411987305,0.0010000001639127731,-0.0819997787475586,758.8001098632812,1,8,10
2024-01-08 11:00:00,49.82,-3.41,766.01451,448.74298095703125,28.23200035095215,0.0010000001639127731,2.2069997787475586,758.5404052734375,1,8,11
2024-01-08 12:00:00,43.88,-2.47,765.33369,507.3380126953125,26.645999908447266,0.0010000001639127731,4.333000659942627,758.1627197265625,1,8,12
2024-01-08 13:00:00,39.08,-1.63,764.52281,518.5750122070312,24.740999221801758,0.0010000001639127731,4.388999938964844,757.7039184570312,1,8,13
2024-01-08 14:00:00,30.12,-0.43,763.92373,459.80499267578125,23.575000762939453,0.0010000001639127731,4.053000450134277,757.2684326171875,1,8,14
2024-01-08 15:00:00,33.27,0.72,763.58208,325.97900390625,25.194000244140625,0.0020000003278255463,3.368000030517578,756.838623046875,1,8,15
2024-01-08 16:00:00,33.52,1.07,763.57921,186.6490020751953,26.770000457763672,0.0020000003278255463,1.2300004959106445,756.7627563476562,1,8,16
2024-01-08 17:00:00,36.17,0.83,763.85266,46.29899597167969,32.35900115966797,0.0020000003278255463,-1.1879997253417969,756.7249145507812,1,8,17
2024-01-08 18:00:00,40.75,-0.13,763.95393,0.0,37.33599853515625,0.0020000003278255463,-3.1479997634887695,756.7471923828125,1,8,18
2024-01-08 19:00:00,47.83,-1.28,764.16741,0.0,41.20800018310547,0.0020000003278255463,-3.2919998168945312,756.7297973632812,1,8,19
2024-01-08 20:00:00,51.34,-1.95,764.02992,0.0,46.763999938964844,0.0020000003278255463,-3.447999954223633,756.6212768554688,1,8,20
2024-01-08 21:00:00,61.75,-2.89,763.77633,0.0,45.861000061035156,0.0020000003278255463,-3.5290002822875977,756.5861206054688,1,8,21
2024-01-08 22:00:00,68.28,-4.03,763.46385,0.0,46.805999755859375,0.0020000003278255463,-3.591000556945801,756.460693359375,1,8,22
2024-01-08 23:00:00,71.19,-4.3,763.31346,0.0,46.027000427246094,0.0020000003278255463,-3.534998893737793,756.315673828125,1,8,23
2024-01-09 00:00:00,68.19,-3.98,763.16385,0.0,47.290000915527344,0.0020000003278255463,-3.516000747680664,756.0659790039062,1,9,0
